,ProblemID,UserID,SubmissionNumber,improved
0,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,0,0
1,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,1,1
2,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,2,1
3,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,3,1
4,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,4,1
5,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,5,1
6,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,6,1
7,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,7,1
8,0,2e9fb34f32e2e810748f9ee2e8d5a6e7,8,1
9,0,b59c99120ed61fae6fc9f8474a57fe3a,0,0
10,0,e8ad305b122ea826105b7dfd4b164d69,0,0
11,0,0f91b81eb8e34b8eb64cdb968684abfd,0,0
12,0,b8b8e6100aed8f42044f7c8990fc6503,0,0
13,0,a202f906f6b47b73d369a6b91dacd6fa,0,0
14,0,a202f906f6b47b73d369a6b91dacd6fa,1,0
15,0,a202f906f6b47b73d369a6b91dacd6fa,2,1
16,0,a202f906f6b47b73d369a6b91dacd6fa,3,0
17,0,a202f906f6b47b73d369a6b91dacd6fa,4,1
18,0,a202f906f6b47b73d369a6b91dacd6fa,5,1
19,0,a202f906f6b47b73d369a6b91dacd6fa,6,1
20,0,a202f906f6b47b73d369a6b91dacd6fa,7,1
21,0,a202f906f6b47b73d369a6b91dacd6fa,8,1
22,0,a202f906f6b47b73d369a6b91dacd6fa,9,1
23,0,a202f906f6b47b73d369a6b91dacd6fa,10,1
24,0,8c7c6265d5dcafd0fdf58bc9d6acdb04,0,0
25,0,9869877b3d76f18186b7c809ca3601bc,0,0
26,0,385953cc586f5019fb273272a07adf46,0,0
27,0,6f87c94663a21993bfec2c2c060e60cc,0,0
28,0,6f87c94663a21993bfec2c2c060e60cc,1,1
29,0,6f87c94663a21993bfec2c2c060e60cc,2,1
30,0,6f87c94663a21993bfec2c2c060e60cc,3,1
31,0,6f87c94663a21993bfec2c2c060e60cc,4,1
32,0,6f87c94663a21993bfec2c2c060e60cc,5,1
33,0,6f87c94663a21993bfec2c2c060e60cc,6,1
34,0,6f87c94663a21993bfec2c2c060e60cc,7,1
35,0,6f87c94663a21993bfec2c2c060e60cc,8,1
36,0,6f87c94663a21993bfec2c2c060e60cc,9,1
37,0,6f87c94663a21993bfec2c2c060e60cc,10,1
38,0,6f87c94663a21993bfec2c2c060e60cc,11,1
39,0,3ff1e5066dd8a061d8802f565353f5c9,0,0
40,0,4d5ba9143ea82eebe632e768d39e7557,0,0
41,0,754a67d5495458327b0e9add7c12a908,0,0
42,0,2bb1d0a3dd4cdd13355b5714a5b922e4,0,0
43,0,8b3ba3cb81d0e0a63bcde31249b965b5,0,0
44,0,8324befe82c9b3b47609ec4f95e4399b,0,0
45,0,094c5f0a89c6c63335ed5ae69e58e8ba,0,0
46,0,ddacb4ff4cc9ccbba211021a0d139ea0,0,0
47,0,275181c81f86d403cb4c3c38732bdc76,0,0
48,0,275181c81f86d403cb4c3c38732bdc76,1,1
49,0,275181c81f86d403cb4c3c38732bdc76,2,1
50,0,3c7460ce3960e6d4f6845f2829bdb6bf,0,0
51,0,fdadbeb634aefddfde792fe95a029e44,0,0
52,0,da5ff36043512641cbca8fd48bf54ae0,0,0
53,0,fab1f38bff4c9e71092ba85dc0dd8c52,0,0
54,0,764ae30d9c4613d358824f925c3a0c3c,0,0
55,0,e4b37f4375ea6436420ee64cd4ff8e6f,0,0
56,0,9a92234e628b9125ee9f2f2550da5881,0,0
57,0,f95dbec1569259ca7073d0800961d6c8,0,0
58,0,4f2a1ddd4d3622203d493e489f03c21b,0,0
59,0,a5e793a6543a06dbd41aec65b9300c2a,0,0
60,0,4b9f1145ea4f94f58c135a7e2ebe78a3,0,0
61,0,701fb1d6e4ca23c4dbdb923921d84dc1,0,0
62,0,ebbb1eb7ac41098dfeb7b029eadb138b,0,0
63,0,a6f75b6c9fa0ad413f5a245e76e073e9,0,0
64,0,9e92cdc870917acbcebc88ce206516f5,0,0
65,0,0648f08eaa50bba3ed8c065fba2a122c,0,0
66,0,a9d725ccc505e7df3430cc11cedb7ad0,0,0
67,0,f2996acec080b61e7a997fa62e50bd50,0,0
68,0,74b3ff672868e2d0bdb44f16f40a6fb6,0,0
69,0,4dadbd3b9947361d7aa9c975b572c530,0,0
70,0,192b365afe5ccea2bd1366d38f3d1ed2,0,0
71,0,68488c70255e3a8ed53b4635b6bae000,0,0
72,0,6319e33f1c3606c083ae05b3a8d9ab78,0,0
73,0,7adb722ec41b995746b89e2a7514b5a7,0,0
74,0,85775d3c98181fea0190080a18f85ed9,0,0
75,0,600930552c36f9b35eb7d55bb19be6b5,0,0
76,0,600930552c36f9b35eb7d55bb19be6b5,1,1
77,0,600930552c36f9b35eb7d55bb19be6b5,2,1
78,0,b4453b514f122ccf6bde7dab5bba1579,0,0
79,0,b4453b514f122ccf6bde7dab5bba1579,1,1
80,0,52d6c522138b51a33315167e1be0cd0b,0,0
81,0,8502cfd27d86b878b27ee357aa70ab90,0,0
82,0,8dde2eee2704d572de27408c9118406c,0,0
83,0,d2c1dd16102f0d640347ec1daf00dc0a,0,0
84,0,d2c1dd16102f0d640347ec1daf00dc0a,1,1
85,0,d2c1dd16102f0d640347ec1daf00dc0a,2,0
86,0,d2c1dd16102f0d640347ec1daf00dc0a,3,1
87,0,d2c1dd16102f0d640347ec1daf00dc0a,4,1
88,0,2c42e58613fc54404764811decf857ad,0,0
89,0,5f3eb7cbc9f8a30cc63bee55aab85516,0,0
90,0,10df6a97c1c2f6008490f23ea7110414,0,0
91,0,9acd59b26c4317dda8bb426e612a895c,0,0
92,0,0b2030b424560d65c6a7464c6c7cc7d0,0,0
93,0,0b2030b424560d65c6a7464c6c7cc7d0,1,1
94,0,0b2030b424560d65c6a7464c6c7cc7d0,2,1
95,0,0b2030b424560d65c6a7464c6c7cc7d0,3,1
96,0,fbb2c6863411002fe85ef30d354cbe90,0,0
97,0,5ae922e83dc4b15ae3b3fff1290089c7,0,0
98,0,8ea340e06a8006a0d15364e3bc2496e6,0,0
99,0,dd3e5e9dcd2a31cc986776697c6f4a80,0,0
100,0,2da083af47bbc9568047b5cdd0e46df5,0,0
101,0,dde05485019b7de5077b317638c769a6,0,0
102,0,77deeff15e8f538426cd29fe27e743b8,0,0
103,0,564bc0c00f4f02e4eb08c37afef93f69,0,0
104,0,75a708aa9af511af72c9dde6f39ee1a3,0,0
105,0,75a708aa9af511af72c9dde6f39ee1a3,1,1
106,0,4f08a289a2f56dc241866d11f500c5ab,0,0
107,0,da5bb001f7568e4aefbe42b0d344e87f,0,0
108,0,8436604767856f9b54e565e81222bbe7,0,0
109,0,8436604767856f9b54e565e81222bbe7,1,1
110,0,b05ac344d5f88da8d7de32de7708ed85,0,0
111,0,b05ac344d5f88da8d7de32de7708ed85,1,1
112,0,b05ac344d5f88da8d7de32de7708ed85,2,1
113,0,b05ac344d5f88da8d7de32de7708ed85,3,1
114,0,8e1490f16448c98f17fc26eaf695faae,0,0
115,0,8e1490f16448c98f17fc26eaf695faae,1,1
116,0,42feb72d31e7700b783bf7323eafd7bc,0,0
117,0,42feb72d31e7700b783bf7323eafd7bc,1,1
118,0,42feb72d31e7700b783bf7323eafd7bc,2,0
119,0,42feb72d31e7700b783bf7323eafd7bc,3,1
120,0,d48ac0a03278fcd2d613afc421dbe449,0,0
121,0,7aee88bab01fd6dd2decd0ae64df44e8,0,0
122,0,7aee88bab01fd6dd2decd0ae64df44e8,1,0
123,0,7aee88bab01fd6dd2decd0ae64df44e8,2,1
124,0,7aee88bab01fd6dd2decd0ae64df44e8,3,1
125,0,11f434a9bfffb8e8f9573ec8949cf85e,0,0
126,0,c896edde07f2b6da692e8b721b6cef8a,0,0
127,0,3c7ff52084414b05c7fd10b9b6a5c11d,0,0
128,0,b39a129ad36d7c5b174685cec66916c1,0,0
129,0,b39a129ad36d7c5b174685cec66916c1,1,1
130,0,21ce9ca6ab926334b78d5913b3c59970,0,0
131,0,22c407ea27b9ee5746f80250b10f9670,0,0
132,0,daf2e78a4082738a56b95f5b7b18c283,0,0
133,0,563605b77cdb27e5f6fe7d1c54ed3c3b,0,0
134,0,730a65f226b0663226b38ae00ccab79a,0,0
135,0,730a65f226b0663226b38ae00ccab79a,1,1
136,0,730a65f226b0663226b38ae00ccab79a,2,1
137,0,730a65f226b0663226b38ae00ccab79a,3,1
138,0,730a65f226b0663226b38ae00ccab79a,4,1
139,0,708353797726c0fe32d50241ed36cc2e,0,0
140,0,708353797726c0fe32d50241ed36cc2e,1,0
141,0,708353797726c0fe32d50241ed36cc2e,2,1
142,0,1fda200001782f71d64f6de204332f0e,0,0
143,0,066678f6e8a8017a71b0d8d204e0a299,0,0
144,0,5ca854c8bb4ab0d7564cddd90a216faf,0,0
145,0,5ca854c8bb4ab0d7564cddd90a216faf,1,1
146,0,5ca854c8bb4ab0d7564cddd90a216faf,2,1
147,0,6f0dfd432876790473818e19600d4f31,0,0
148,0,d3fb1a8652f5d0ef3e2d49b759e5224f,0,0
149,0,e9589dd10378639fffa19088363a43dd,0,0
150,0,e9589dd10378639fffa19088363a43dd,1,1
151,0,b653de59ae97cdb89416e44067fe356c,0,0
152,0,b653de59ae97cdb89416e44067fe356c,1,1
153,0,0b7459d0efdf61130c98f68d4bf93b81,0,0
154,0,73176ee3355af905bfd4e1cc42c36ec1,0,0
155,0,27594436678e7239a249eebdd5bd4b4f,0,0
