,ProblemID,UserID,SubmissionNumber,improved
0,0,b2fee7ff777afaa3236b3083f7467884,0,0
1,0,c36f6185df7be6501b70e816970ce74e,0,0
2,0,3e77cb36ae3e79ca0db7ce56dd4d262f,0,0
3,0,df6ee8f087e4fd712ed51324473055ef,0,0
4,0,8c7c6265d5dcafd0fdf58bc9d6acdb04,0,0
5,0,a5e2165d70e0a06756dba4d2dfdc18fb,0,0
6,0,e5aaee7705270bf5a9a4f9be1ec4e9e0,0,0
7,0,9790d0b4055239a911e3f5b0d2df072c,0,0
8,0,9790d0b4055239a911e3f5b0d2df072c,1,0
9,0,1ea9d553fd57e77e3f2bab4c4b3a7135,0,0
10,0,1ea9d553fd57e77e3f2bab4c4b3a7135,1,0
11,0,1ea9d553fd57e77e3f2bab4c4b3a7135,2,0
12,0,563605b77cdb27e5f6fe7d1c54ed3c3b,0,0
13,0,9b2d7f4e54df53a24713b6f2479af8bc,0,0
14,0,952f7c533e11eaf3673fb052b8589304,0,0
15,0,7f37219394401d70c4cab6c16e6d59cf,0,0
16,0,5ca52ffe1aaa34a8db4df5b1500838c8,0,0
17,0,0feda4abbf6076ea9abbfb1890d7c312,0,0
18,0,dfa3758cc101087d3ca87a6f80b44ac4,0,0
19,0,f94d89740a58c492b4519f2f4f90f1f8,0,0
20,0,59dd3e935f6499af2200e202f74d9529,0,0
21,0,59dd3e935f6499af2200e202f74d9529,1,0
22,0,7196b50a475149cc2842f5a82c50b25b,0,0
23,0,047c449cd50612aad5ea2705948fd0e3,0,0
24,0,42fa7d415c17925b4cf3b695456c3cef,0,0
25,0,e52a5d3ed924768cca137b57a07b7152,0,0
26,0,bb2c4216d14e16d924affe6073ccf80b,0,0
27,0,a22d15185fa6953d8da73ebcb987decf,0,0
28,0,d373cc50f9802904636d025b33fc2baa,0,0
29,0,0b2030b424560d65c6a7464c6c7cc7d0,0,0
30,0,0b2030b424560d65c6a7464c6c7cc7d0,1,0
31,0,0b2030b424560d65c6a7464c6c7cc7d0,2,0
32,0,0b2030b424560d65c6a7464c6c7cc7d0,3,0
33,0,d8cfa13b39b0136a3cbdcef2aeb019b2,0,0
34,0,631359694fa30ec58002618d96e9da9a,0,0
35,0,6319e33f1c3606c083ae05b3a8d9ab78,0,0
36,0,6e8fa453f4fae9610afdecb48344b490,0,0
37,0,33384faf34357ec21267773a3ebf2019,0,0
38,0,affef9c3e573fc5a1682a8aed775db9b,0,0
39,0,c1916b87af9d7d6ef70c37f828494ea1,0,0
40,0,a8b424b5f23e1093f57f869aed79cf3f,0,0
41,0,a8b424b5f23e1093f57f869aed79cf3f,1,0
42,0,a8b424b5f23e1093f57f869aed79cf3f,2,0
43,0,730a65f226b0663226b38ae00ccab79a,0,0
44,0,730a65f226b0663226b38ae00ccab79a,1,0
45,0,730a65f226b0663226b38ae00ccab79a,2,0
46,0,730a65f226b0663226b38ae00ccab79a,3,0
47,0,730a65f226b0663226b38ae00ccab79a,4,0
48,0,b10cec6c961b3d24a019a42d96c5b656,0,0
49,0,64f37a2a89ca0c9bc02a5843bdb449b3,0,0
50,0,64f37a2a89ca0c9bc02a5843bdb449b3,1,0
51,0,64f37a2a89ca0c9bc02a5843bdb449b3,2,0
52,0,d4bb4f2771a9549c02f2ca9843a47d15,0,0
53,0,d4bb4f2771a9549c02f2ca9843a47d15,1,0
54,0,becc4b3ebbb95fc1d1c208a80b7713a1,0,0
55,0,becc4b3ebbb95fc1d1c208a80b7713a1,1,0
56,0,d2452a5519a4f7a3f903727cc7390162,0,0
57,0,e8c307236badf19d57793c8f268a52e3,0,0
58,0,17058d619734de6d593550f81bdde590,0,0
59,0,f23bd26a8c676057047b2089738e3f11,0,0
60,0,f23bd26a8c676057047b2089738e3f11,1,0
61,0,56ba86856725bd1bf4559231021c8e91,0,0
62,0,43a8bda8efc287e3b86de2715b5ca92b,0,0
63,0,0c4d39cb9cb6f6b9b2a18a9e73d71b2a,0,0
64,0,b653de59ae97cdb89416e44067fe356c,0,0
65,0,b653de59ae97cdb89416e44067fe356c,1,0
66,0,0e2026ef8add0124764735ab4d6baa75,0,0
67,0,0e2026ef8add0124764735ab4d6baa75,1,0
68,0,f31a4aacb826dc1149e93deb4e60242e,0,0
69,0,6c287bae7c14ebc8ecc9a5f88bdff50e,0,0
70,0,58a14ee2ef7434f81cd6c296e94d1f5f,0,0
71,0,d8f9b25f6bfb09bc253b5d7677d5048b,0,0
72,0,d8f9b25f6bfb09bc253b5d7677d5048b,1,0
73,0,d8f9b25f6bfb09bc253b5d7677d5048b,2,0
74,0,3c7460ce3960e6d4f6845f2829bdb6bf,0,0
75,0,c49a35cc14e00f4ce2bc9b666cfdc52a,0,0
76,0,c49a35cc14e00f4ce2bc9b666cfdc52a,1,0
77,0,da5bb001f7568e4aefbe42b0d344e87f,0,0
78,0,6407906295d5f3f2dcf97991fece4687,0,0
79,0,8d1cdb4ce9d33c44d81fc7b09873b483,0,0
80,0,12c287ec65a60a0e06655b2e05f5df7e,0,0
81,0,71c33d6f99298b778a011ec88d3ac65c,0,0
82,0,42bbf1d6d63b037d9388eb024bcb56ad,0,0
83,0,42bbf1d6d63b037d9388eb024bcb56ad,1,0
84,0,42bbf1d6d63b037d9388eb024bcb56ad,2,0
85,0,42bbf1d6d63b037d9388eb024bcb56ad,3,0
86,0,42bbf1d6d63b037d9388eb024bcb56ad,4,0
87,0,42bbf1d6d63b037d9388eb024bcb56ad,5,0
88,0,42bbf1d6d63b037d9388eb024bcb56ad,6,0
89,0,51fc86114571dd53182258cfac64167f,0,0
90,0,8c4416fedc8215313c3b4ebd9c42d822,0,0
91,0,98ecc1ebfe4cc47d9968b03cddb630e0,0,0
92,0,98ecc1ebfe4cc47d9968b03cddb630e0,1,0
93,0,98ecc1ebfe4cc47d9968b03cddb630e0,2,0
94,0,b2df36b5203ebfe9632cc3715680a044,0,0
95,0,5c1ec7fc20dd2d3b8ef8c1b58acb2d30,0,0
96,0,1d0eb8b887a6296227e2637a33ee586a,0,0
97,0,4a81aa569fbb11e17e0c3cfda0341caa,0,0
98,0,18ff0acc6d80886aace4d658435c778c,0,0
99,0,18ff0acc6d80886aace4d658435c778c,1,0
100,0,18ff0acc6d80886aace4d658435c778c,2,0
101,0,18ff0acc6d80886aace4d658435c778c,3,0
102,0,18ff0acc6d80886aace4d658435c778c,4,0
103,0,18ff0acc6d80886aace4d658435c778c,5,0
104,0,18ff0acc6d80886aace4d658435c778c,6,0
105,0,18ff0acc6d80886aace4d658435c778c,7,0
106,0,d78b28f69f1035a641f76e853ff07438,0,0
107,0,dca23ec20158b03b5e6dc32fc6be829f,0,0
108,0,d2c1dd16102f0d640347ec1daf00dc0a,0,0
109,0,d2c1dd16102f0d640347ec1daf00dc0a,1,0
110,0,d2c1dd16102f0d640347ec1daf00dc0a,2,0
111,0,d2c1dd16102f0d640347ec1daf00dc0a,3,0
112,0,d2c1dd16102f0d640347ec1daf00dc0a,4,0
113,0,8867c45439008af39cfb2f7206c74764,0,0
114,0,5e95c4de6402f8e1c2166275ebbd9264,0,0
115,0,29945b15912c725fd79db4336f5774f6,0,0
116,0,2dceb2f1a5ff21c15a4ab4bfe6869aac,0,0
117,0,764ae30d9c4613d358824f925c3a0c3c,0,0
118,0,cd408438c4b86e39bd9ea4ce527d6576,0,0
119,0,daba3ead6e401ac2db70494ac60de18e,0,0
120,0,ddacb4ff4cc9ccbba211021a0d139ea0,0,0
121,0,051f200b1abbe58f944015cf2010cbcc,0,0
122,0,bd79af26084828fd2c42dbefd3a08eeb,0,0
123,0,bd79af26084828fd2c42dbefd3a08eeb,1,0
124,0,bd79af26084828fd2c42dbefd3a08eeb,2,0
125,0,bd79af26084828fd2c42dbefd3a08eeb,3,0
126,0,5bd2e6cd7e3e357c764c00374fff49fc,0,0
127,0,3ce78f4397dca84337084d9b6ec2808a,0,0
128,0,e3fc2b64904e15c8d93302b7a84ac571,0,0
129,0,c20e5473bfaeb301d7013dd6cc7cb7bb,0,0
130,0,5302b35faf9d544a620b5b3db0f7e27f,0,0
131,0,5302b35faf9d544a620b5b3db0f7e27f,1,0
132,0,5302b35faf9d544a620b5b3db0f7e27f,2,0
133,0,5302b35faf9d544a620b5b3db0f7e27f,3,0
134,0,0b7459d0efdf61130c98f68d4bf93b81,0,0
135,0,dd452e402b8a9034e6beae9233d80a19,0,0
136,0,066678f6e8a8017a71b0d8d204e0a299,0,0
137,0,3f982700ed3a6d6ab42af29245337b13,0,0
138,0,6a0f6d179e40454ae1d12014c49f899a,0,0
139,0,6a0f6d179e40454ae1d12014c49f899a,1,0
140,0,ed9432f0e076dc8897b5200418eea4e2,0,0
141,0,cd3cfc9056418e4ada22f25fcc96444a,0,0
142,0,5a1b560dca99625418eb623fcc14410e,0,0
143,0,cbe229a461ceb9cac2e875c63c0f4ad8,0,0
144,0,b81f196dfa0ce503d615f5b18576fa52,0,0
145,0,44f13a3cf8c412ae9e08a1d7d2da023e,0,0
146,0,385953cc586f5019fb273272a07adf46,0,0
