"uniqRowID","overalGradeDiff"
"000143a7618ac9cae91b0bf7d059c1fd_4",27.3154675906912
"000143a7618ac9cae91b0bf7d059c1fd_5",61.8608889072337
"000143a7618ac9cae91b0bf7d059c1fd_6",27.3154675906912
"000143a7618ac9cae91b0bf7d059c1fd_7",27.3154675906912
"0019bbc70f71e4620273237a1e99bfde_1",27.3154675906912
"0019bbc70f71e4620273237a1e99bfde_11",41.0517992049118
"0019bbc70f71e4620273237a1e99bfde_2",27.3154675906912
"0019bbc70f71e4620273237a1e99bfde_4",39.7675914906574
"0019bbc70f71e4620273237a1e99bfde_5",27.3154675906912
"0019bbc70f71e4620273237a1e99bfde_9",20.8841507970068
"00e96ba3612eb828cbb6511fe2e899f3_1",20.8841507970068
"00e96ba3612eb828cbb6511fe2e899f3_11",35.442161039537
"00e96ba3612eb828cbb6511fe2e899f3_14",20.8841507970068
"00e96ba3612eb828cbb6511fe2e899f3_4",20.8841507970068
"00e96ba3612eb828cbb6511fe2e899f3_7",40.4754587828624
"00e96ba3612eb828cbb6511fe2e899f3_9",20.8841507970068
"01ce9bb3e240242c13adf7e95f09b865_1",27.3154675906912
"01ce9bb3e240242c13adf7e95f09b865_2",63.9179259442707
"01ce9bb3e240242c13adf7e95f09b865_4",53.6367149306255
"021dda0c1bad52f0b5a3829ad0a8e0de_4",20.8841507970068
"021dda0c1bad52f0b5a3829ad0a8e0de_9",20.8841507970068
"022c90700569a3674e703860b70614b2_1",20.8841507970068
"022c90700569a3674e703860b70614b2_14",20.8841507970068
"022c90700569a3674e703860b70614b2_15",27.3154675906912
"022c90700569a3674e703860b70614b2_4",27.3154675906912
"022c90700569a3674e703860b70614b2_5",40.4754587828624
"022c90700569a3674e703860b70614b2_7",35.442161039537
"022c90700569a3674e703860b70614b2_8",20.8841507970068
"022c90700569a3674e703860b70614b2_9",27.3154675906912
"02690b095cb73fd9d47fde5671eb5d22_1",40.4754587828624
"02690b095cb73fd9d47fde5671eb5d22_2",61.1091484871599
"02690b095cb73fd9d47fde5671eb5d22_4",40.4754587828624
"029c116f4649c2bf527e55afb32fcae5_0",27.3154675906912
"02c78549a70435837a6b4d35a1e6fadd_1",35.442161039537
"02c78549a70435837a6b4d35a1e6fadd_11",20.8841507970068
"02c78549a70435837a6b4d35a1e6fadd_14",20.8841507970068
"02c78549a70435837a6b4d35a1e6fadd_2",27.3154675906912
"02c78549a70435837a6b4d35a1e6fadd_5",40.4754587828624
"02c78549a70435837a6b4d35a1e6fadd_7",39.7675914906574
"02c78549a70435837a6b4d35a1e6fadd_8",27.3154675906912
"036229fe75b61a8310e112b2ca147c2e_1",20.8841507970068
"036229fe75b61a8310e112b2ca147c2e_11",27.3154675906912
"036229fe75b61a8310e112b2ca147c2e_14",41.0517992049118
"036229fe75b61a8310e112b2ca147c2e_2",20.8841507970068
"036229fe75b61a8310e112b2ca147c2e_4",54.2220000183448
"036229fe75b61a8310e112b2ca147c2e_5",36.5290771965621
"036229fe75b61a8310e112b2ca147c2e_7",49.1145080673201
"036229fe75b61a8310e112b2ca147c2e_8",39.7675914906574
"036229fe75b61a8310e112b2ca147c2e_9",20.8841507970068
"037cb72abcd5e13b2cab5414f63b5967_11",27.3154675906912
"037cb72abcd5e13b2cab5414f63b5967_14",36.5290771965621
"037cb72abcd5e13b2cab5414f63b5967_15",35.442161039537
"037cb72abcd5e13b2cab5414f63b5967_2",27.3154675906912
"037cb72abcd5e13b2cab5414f63b5967_3",20.8841507970068
"037cb72abcd5e13b2cab5414f63b5967_4",20.8841507970068
"037cb72abcd5e13b2cab5414f63b5967_9",20.8841507970068
"03862487109f8c1794ce3a107f407ebb_3",20.8841507970068
"039301ae48f7d184e98085f272c83b82_0",20.8841507970068
"039301ae48f7d184e98085f272c83b82_1",41.0517992049118
"039301ae48f7d184e98085f272c83b82_11",27.3154675906912
"039301ae48f7d184e98085f272c83b82_14",35.442161039537
"039301ae48f7d184e98085f272c83b82_15",35.442161039537
"039301ae48f7d184e98085f272c83b82_2",27.3154675906912
"039301ae48f7d184e98085f272c83b82_3",20.8841507970068
"039301ae48f7d184e98085f272c83b82_4",40.4754587828624
"039301ae48f7d184e98085f272c83b82_6",27.3154675906912
"039301ae48f7d184e98085f272c83b82_9",35.442161039537
"03b237ebfa5745672d26a030ef898126_4",20.8841507970068
"03b237ebfa5745672d26a030ef898126_5",20.8841507970068
"0401c1be16767993b6cce37f508967ed_1",20.8841507970068
"0401c1be16767993b6cce37f508967ed_14",49.1145080673201
"0401c1be16767993b6cce37f508967ed_2",27.3154675906912
"0401c1be16767993b6cce37f508967ed_4",20.8841507970068
"0401c1be16767993b6cce37f508967ed_8",40.4754587828624
"0422f7d5f28aec271dc10307cdc5ad53_11",40.4754587828624
"0422f7d5f28aec271dc10307cdc5ad53_13",27.3154675906912
"0422f7d5f28aec271dc10307cdc5ad53_14",49.1145080673201
"0422f7d5f28aec271dc10307cdc5ad53_15",35.442161039537
"0422f7d5f28aec271dc10307cdc5ad53_3",27.3154675906912
"0422f7d5f28aec271dc10307cdc5ad53_4",20.8841507970068
"0422f7d5f28aec271dc10307cdc5ad53_7",27.3154675906912
"0422f7d5f28aec271dc10307cdc5ad53_8",35.442161039537
"04278ca7471434aae70fe190fff340a8_1",20.8841507970068
"04278ca7471434aae70fe190fff340a8_2",36.5290771965621
"042917ed54e9992d52c8230db157a343_0",20.8841507970068
"042917ed54e9992d52c8230db157a343_1",35.442161039537
"042917ed54e9992d52c8230db157a343_11",27.3154675906912
"042917ed54e9992d52c8230db157a343_14",36.5290771965621
"042917ed54e9992d52c8230db157a343_15",27.3154675906912
"042917ed54e9992d52c8230db157a343_3",27.3154675906912
"042917ed54e9992d52c8230db157a343_4",27.3154675906912
"042917ed54e9992d52c8230db157a343_5",27.3154675906912
"042917ed54e9992d52c8230db157a343_7",20.8841507970068
"042917ed54e9992d52c8230db157a343_8",27.3154675906912
