"uniqRowID","overalGradeDiff"
"000143a7618ac9cae91b0bf7d059c1fd_4",17.1082064635103
"000143a7618ac9cae91b0bf7d059c1fd_5",68.1020740916344
"000143a7618ac9cae91b0bf7d059c1fd_6",17.1082064635103
"000143a7618ac9cae91b0bf7d059c1fd_7",17.1082064635103
"0019bbc70f71e4620273237a1e99bfde_1",17.1082064635103
"0019bbc70f71e4620273237a1e99bfde_11",35.6514310555554
"0019bbc70f71e4620273237a1e99bfde_2",17.1082064635103
"0019bbc70f71e4620273237a1e99bfde_4",31.0156249075441
"0019bbc70f71e4620273237a1e99bfde_5",17.1082064635103
"0019bbc70f71e4620273237a1e99bfde_9",12.472400315499
"00e96ba3612eb828cbb6511fe2e899f3_1",12.472400315499
"00e96ba3612eb828cbb6511fe2e899f3_11",21.7440126115216
"00e96ba3612eb828cbb6511fe2e899f3_14",12.472400315499
"00e96ba3612eb828cbb6511fe2e899f3_4",12.472400315499
"00e96ba3612eb828cbb6511fe2e899f3_7",26.3798187595329
"00e96ba3612eb828cbb6511fe2e899f3_9",12.472400315499
"01ce9bb3e240242c13adf7e95f09b865_1",17.1082064635103
"01ce9bb3e240242c13adf7e95f09b865_2",72.7378802396457
"01ce9bb3e240242c13adf7e95f09b865_4",156.182390903849
"021dda0c1bad52f0b5a3829ad0a8e0de_4",12.472400315499
"021dda0c1bad52f0b5a3829ad0a8e0de_9",12.472400315499
"022c90700569a3674e703860b70614b2_1",12.472400315499
"022c90700569a3674e703860b70614b2_14",12.472400315499
"022c90700569a3674e703860b70614b2_15",17.1082064635103
"022c90700569a3674e703860b70614b2_4",17.1082064635103
"022c90700569a3674e703860b70614b2_5",26.3798187595329
"022c90700569a3674e703860b70614b2_7",21.7440126115216
"022c90700569a3674e703860b70614b2_8",12.472400315499
"022c90700569a3674e703860b70614b2_9",17.1082064635103
"02690b095cb73fd9d47fde5671eb5d22_1",26.3798187595329
"02690b095cb73fd9d47fde5671eb5d22_2",54.1946556476006
"02690b095cb73fd9d47fde5671eb5d22_4",26.3798187595329
"029c116f4649c2bf527e55afb32fcae5_0",17.1082064635103
"02c78549a70435837a6b4d35a1e6fadd_1",21.7440126115216
"02c78549a70435837a6b4d35a1e6fadd_11",12.472400315499
"02c78549a70435837a6b4d35a1e6fadd_14",12.472400315499
"02c78549a70435837a6b4d35a1e6fadd_2",17.1082064635103
"02c78549a70435837a6b4d35a1e6fadd_5",26.3798187595329
"02c78549a70435837a6b4d35a1e6fadd_7",31.0156249075441
"02c78549a70435837a6b4d35a1e6fadd_8",17.1082064635103
"036229fe75b61a8310e112b2ca147c2e_1",12.472400315499
"036229fe75b61a8310e112b2ca147c2e_11",17.1082064635103
"036229fe75b61a8310e112b2ca147c2e_14",35.6514310555554
"036229fe75b61a8310e112b2ca147c2e_2",12.472400315499
"036229fe75b61a8310e112b2ca147c2e_4",63.4662679436231
"036229fe75b61a8310e112b2ca147c2e_5",40.2872372035667
"036229fe75b61a8310e112b2ca147c2e_7",44.923043351578
"036229fe75b61a8310e112b2ca147c2e_8",31.0156249075441
"036229fe75b61a8310e112b2ca147c2e_9",12.472400315499
"037cb72abcd5e13b2cab5414f63b5967_11",17.1082064635103
"037cb72abcd5e13b2cab5414f63b5967_14",40.2872372035667
"037cb72abcd5e13b2cab5414f63b5967_15",21.7440126115216
"037cb72abcd5e13b2cab5414f63b5967_2",17.1082064635103
"037cb72abcd5e13b2cab5414f63b5967_3",12.472400315499
"037cb72abcd5e13b2cab5414f63b5967_4",12.472400315499
"037cb72abcd5e13b2cab5414f63b5967_9",12.472400315499
"03862487109f8c1794ce3a107f407ebb_3",12.472400315499
"039301ae48f7d184e98085f272c83b82_0",12.472400315499
"039301ae48f7d184e98085f272c83b82_1",35.6514310555554
"039301ae48f7d184e98085f272c83b82_11",17.1082064635103
"039301ae48f7d184e98085f272c83b82_14",21.7440126115216
"039301ae48f7d184e98085f272c83b82_15",21.7440126115216
"039301ae48f7d184e98085f272c83b82_2",17.1082064635103
"039301ae48f7d184e98085f272c83b82_3",12.472400315499
"039301ae48f7d184e98085f272c83b82_4",26.3798187595329
"039301ae48f7d184e98085f272c83b82_6",17.1082064635103
"039301ae48f7d184e98085f272c83b82_9",21.7440126115216
"03b237ebfa5745672d26a030ef898126_4",12.472400315499
"03b237ebfa5745672d26a030ef898126_5",12.472400315499
"0401c1be16767993b6cce37f508967ed_1",12.472400315499
"0401c1be16767993b6cce37f508967ed_14",44.923043351578
"0401c1be16767993b6cce37f508967ed_2",17.1082064635103
"0401c1be16767993b6cce37f508967ed_4",12.472400315499
"0401c1be16767993b6cce37f508967ed_8",26.3798187595329
"0422f7d5f28aec271dc10307cdc5ad53_11",26.3798187595329
"0422f7d5f28aec271dc10307cdc5ad53_13",17.1082064635103
"0422f7d5f28aec271dc10307cdc5ad53_14",44.923043351578
"0422f7d5f28aec271dc10307cdc5ad53_15",21.7440126115216
"0422f7d5f28aec271dc10307cdc5ad53_3",17.1082064635103
"0422f7d5f28aec271dc10307cdc5ad53_4",12.472400315499
"0422f7d5f28aec271dc10307cdc5ad53_7",17.1082064635103
"0422f7d5f28aec271dc10307cdc5ad53_8",21.7440126115216
"04278ca7471434aae70fe190fff340a8_1",12.472400315499
"04278ca7471434aae70fe190fff340a8_2",40.2872372035667
"042917ed54e9992d52c8230db157a343_0",12.472400315499
"042917ed54e9992d52c8230db157a343_1",21.7440126115216
"042917ed54e9992d52c8230db157a343_11",17.1082064635103
"042917ed54e9992d52c8230db157a343_14",40.2872372035667
"042917ed54e9992d52c8230db157a343_15",17.1082064635103
"042917ed54e9992d52c8230db157a343_3",17.1082064635103
"042917ed54e9992d52c8230db157a343_4",17.1082064635103
"042917ed54e9992d52c8230db157a343_5",17.1082064635103
"042917ed54e9992d52c8230db157a343_7",12.472400315499
"042917ed54e9992d52c8230db157a343_8",17.1082064635103
