,ProblemID,UserID,SubmissionNumber,DistinctVideoChange,TimeStamp,TimeSinceLast,Grade,GradeDiff,NVideoEvents,NForumEvents,NumberOfThreadsLaunched,SeenVideo,ComAndPost,NumberOfPauses,NumberOfThreadViews,ScoreRelevantEvents,AverageVideoTimeDiffs,NumberOfPlays,NumberOfComments,DistinctIds,TotalVideoEvents,TotalForumEvents,DistinctPostIds,NumberOfDownloads,DurationOfVideoActivity,NumberOfSpeedChange,EngagementIndex,NumberOfPosts,NumberOfLoads,SelectiveNumOfEvents,NVideoAndForum_,PlaysDownlsPerVideo,NVideoAndForum,Improved,VideoThreads,SeenVideoForum,VideoForumThreads,TimeSpentPerVideo,TotalNumberSubmissions,MaximumNumberSubmissions,AveragePausesPerVideo,AveragePlaysPerVideo,NumberOfPlaysPosts,AverageNVideoEvents,AverageNForumEvents,SumAverages,Speed,SubmissionsLeft,AggregatingVideoForum
0,0,7e5b31a48d714c6a40a2a05e6824b819,1,1.0,1393183782,228.0,61.1111680667,-33.3333293597,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,5,6,0.0,1.0,0.0,1.0,0.0,1.0,38.0,5,0.0
1,0,7e5b31a48d714c6a40a2a05e6824b819,2,0.0,1393184051,269.0,94.4444974264,33.3333293597,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,77.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,1,0.0,0.0,0.0,58.25,5,6,2.0,2.0,0.0,4.0,0.0,4.0,44.8333333333,4,0.0
2,0,7e5b31a48d714c6a40a2a05e6824b819,4,0.0,1393184262,96.0,94.4444974264,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,5,6,1.0,0.0,0.0,1.0,0.0,1.0,16.0,2,0.0
3,0,7e5b31a48d714c6a40a2a05e6824b819,5,1.0,1393184358,96.0,83.3333333333,-11.111164093,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,0,0.0,0.0,0.0,10.75,5,6,0.5,0.5,0.0,2.0,0.0,2.0,16.0,1,0.0
4,0,7e5b31a48d714c6a40a2a05e6824b819,6,-1.0,1393184483,125.0,100.0,16.6666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,5,6,0.0,0.0,0.0,1.0,0.0,1.0,20.8333333333,0,0.0
5,0,7e0655c0aebaa7c60804b14efa05e320,1,1.0,1395433206,17615.0,100.0,16.6666666667,8.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,426.0,4.0,0.0,1.0,8.0,0.0,0.0,0.0,2982.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,8.0,1,0.0,0.0,0.0,372.75,1,1,4.0,4.0,0.0,8.0,0.0,8.0,8807.5,0,0.0
6,0,a51b2b6b9c03f01035bc9aeeaa48d94f,2,,1393690637,61640.0,83.3333333333,-11.111164093,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,0.0,3,4,,,0.0,0.0,1.0,1.0,15410.0,2,0.0
7,0,a51b2b6b9c03f01035bc9aeeaa48d94f,3,,1393840168,149531.0,94.4444974264,11.111164093,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,4.0,0.0,3,4,,,0.0,0.0,1.5,1.5,37382.75,1,0.0
8,0,a51b2b6b9c03f01035bc9aeeaa48d94f,4,,1394149733,309565.0,77.7778307597,-16.6666666667,17.0,55.0,0.0,1.0,0.0,1.0,17.0,17.0,712.0,1.0,0.0,11.0,17.0,0.0,24.0,11.0,11397.0,3.0,0.0,0.0,1.0,6.0,72.0,1.0,72.0,0,289.0,55.0,89.0,670.411764706,3,4,0.0909090909091,0.0909090909091,0.0,1.54545454545,2.29166666667,3.83712121212,77391.25,0,0.0
9,0,8ceec64e19e75f25637e32b85bf41e6d,5,11.0,1395077713,1127540.0,55.5554986,-44.4445014,152.0,0.0,0.0,1.0,0.0,55.0,0.0,0.0,7287.0,55.0,0.0,11.0,134.0,0.0,0.0,0.0,1100429.0,10.0,0.0,0.0,14.0,134.0,152.0,5.0,152.0,0,0.0,0.0,0.0,7239.66447368,1,5,5.0,5.0,0.0,13.8181818182,0.0,13.8181818182,563770.0,0,0.0
10,0,8e2f5d4779fd0af4d50dde9b1ac2fabb,1,,1393370073,76091.0,100.0,33.3333333333,0.0,17.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1,0.0,0.0,21.0,0.0,1,1,,,0.0,0.0,4.25,4.25,38045.5,0,0.0
11,0,034a58807553a3a5a742987370350bae,2,19.0,1396607166,2584743.0,88.888835907,-11.111164093,21.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,107970.0,0.0,0.0,19.0,21.0,0.0,3.0,20.0,2159417.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,24.0,0,0.0,3.0,24.0,102829.380952,1,2,0.0,0.0,0.0,1.10526315789,1.0,2.10526315789,1292371.5,0,0.0
12,0,f6cbbac714939fefb21b9d587e9e0e70,1,4.0,1396632340,1046489.0,94.4444974264,11.111164093,37.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,2377.0,10.0,0.0,4.0,24.0,0.0,0.0,0.0,85583.0,0.0,0.0,0.0,5.0,24.0,37.0,2.0,37.0,1,0.0,0.0,0.0,2313.05405405,2,2,2.25,2.5,0.0,9.25,0.0,9.25,348829.666667,1,0.0
13,0,867505a5d6008d4ca5623e68a7b3ce46,1,1.0,1393297186,756.0,72.2221692403,22.2221692403,45.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,1.0,10.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,1.0,10.0,45.0,5.0,45.0,1,0.0,0.0,0.0,4.97777777778,2,2,4.0,5.0,0.0,45.0,0.0,45.0,252.0,1,0.0
14,0,867505a5d6008d4ca5623e68a7b3ce46,2,0.0,1393297429,243.0,77.7778307597,5.55566151937,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,2,2,1.0,0.0,0.0,1.0,0.0,1.0,81.0,0,0.0
15,0,888894845a24fbc3c609790e86d8c37f,1,18.0,1395595776,1494267.0,66.6666666667,0.0,620.0,0.0,0.0,1.0,0.0,204.0,0.0,0.0,2406.0,210.0,0.0,18.0,541.0,0.0,0.0,0.0,1489537.0,96.0,0.0,0.0,31.0,541.0,620.0,11.0,620.0,0,0.0,0.0,0.0,2402.47903226,2,2,11.3333333333,11.6666666667,0.0,34.4444444444,0.0,34.4444444444,498089.0,1,0.0
16,0,887f499bd5c405e90495c4fe488137b3,1,6.0,1393404862,176299.0,100.0,5.55550257365,16.0,8.0,0.0,1.0,0.0,1.0,4.0,4.0,2760.0,1.0,0.0,6.0,16.0,0.0,5.0,12.0,41406.0,0.0,0.0,0.0,2.0,4.0,24.0,2.0,24.0,1,64.0,8.0,28.0,2587.875,1,1,0.166666666667,0.166666666667,0.0,2.66666666667,1.6,4.26666666667,88149.5,0,0.0
17,0,717757863a707ab28ba5de4cc37054e4,1,15.0,1398937063,5614006.0,83.3333333333,5.55550257365,83.0,253.0,2.0,1.0,10.0,0.0,159.0,174.0,61608.0,0.0,0.0,15.0,83.0,12.0,102.0,3.0,5051918.0,0.0,996.0,10.0,80.0,80.0,336.0,0.0,336.0,1,13197.0,253.0,495.0,60866.4819277,1,1,0.0,0.0,0.0,5.53333333333,2.48039215686,8.0137254902,2807003.0,0,0.0
18,0,93ae7630ad7b4a702415737d12991d29,7,6.0,1399749719,171435.0,77.7778307597,61.111164093,260.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,661.0,31.0,0.0,6.0,111.0,0.0,0.0,0.0,171254.0,32.0,0.0,0.0,11.0,111.0,260.0,5.0,260.0,1,0.0,0.0,0.0,658.669230769,1,1,6.16666666667,5.16666666667,0.0,43.3333333333,0.0,43.3333333333,85717.5,-6,0.0
19,0,93ae7630ad7b4a702415737d12991d29,21,-1.0,1399920484,169896.0,94.4444974264,77.7778307597,91.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,721.0,18.0,0.0,5.0,64.0,0.0,0.0,0.0,64970.0,17.0,0.0,0.0,8.0,64.0,91.0,3.0,91.0,1,0.0,0.0,0.0,713.956043956,3,23,4.2,3.6,0.0,18.2,0.0,18.2,42474.0,2,0.0
20,0,93ae7630ad7b4a702415737d12991d29,23,-1.0,1400091183,170345.0,83.3333333333,66.6666666667,65.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,2610.0,12.0,0.0,4.0,37.0,0.0,0.0,0.0,167080.0,5.0,0.0,0.0,7.0,37.0,65.0,3.0,65.0,1,0.0,0.0,0.0,2570.46153846,3,23,3.25,3.0,0.0,16.25,0.0,16.25,42586.25,0,0.0
21,0,a19d349a1113fb54672b50a56877c1ca,1,,1393000512,447.0,66.6666666667,-11.111164093,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,0.0,3,23,,,0.0,0.0,1.0,1.0,111.75,22,0.0
22,0,bffebc6010cdbe04ceab3f9120aa11f2,2,3.0,1394752265,88055.0,77.7778307597,-5.55550257365,31.0,34.0,0.0,1.0,0.0,7.0,13.0,13.0,2035.0,6.0,0.0,3.0,16.0,0.0,16.0,0.0,61055.0,0.0,0.0,0.0,3.0,16.0,65.0,2.0,65.0,0,403.0,34.0,78.0,1969.51612903,1,1,2.33333333333,2.0,0.0,10.3333333333,2.125,12.4583333333,44027.5,-1,0.0
23,0,bffebc6010cdbe04ceab3f9120aa11f2,4,3.0,1395699703,947185.0,83.3333333333,16.6666666667,53.0,37.0,0.0,1.0,0.0,24.0,14.0,14.0,10471.0,19.0,0.0,6.0,49.0,0.0,15.0,0.0,544518.0,0.0,0.0,0.0,6.0,49.0,90.0,3.0,90.0,1,742.0,37.0,104.0,10273.9245283,2,4,4.0,3.16666666667,0.0,8.83333333333,2.46666666667,11.3,315728.333333,0,0.0
24,0,5dd28afdf4f21f615a4c5fe89bd12987,2,5.0,1395590644,2084932.0,94.4444974264,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,277.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0,0.0,0.0,0.0,55.4,2,4,0.0,0.0,0.0,1.0,0.0,1.0,694977.333333,2,0.0
25,0,5dd28afdf4f21f615a4c5fe89bd12987,4,-1.0,1396369414,778603.0,72.2221692403,5.55550257365,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2089.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,1,0.0,0.0,0.0,522.25,2,4,0.0,0.0,0.0,1.0,0.0,1.0,259534.333333,0,0.0
26,0,8c910c6c6642119ef4b15c1ddc0955d8,1,1.0,1393233976,189.0,66.6666666667,-16.6666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2,4,1.0,0.0,0.0,1.0,0.0,1.0,63.0,3,0.0
